date, L Income, L 2020, L 2030, L 2040, L 2050, G Fund, F Fund, C Fund, S Fund, I Fund, 
2016-06-29, 17.986600, 23.449600, 25.295700, 26.786900, 15.116000, 15.053500, 17.889400, 28.245500, 35.630900, 23.050000,
2016-06-28, 17.920800, 23.257600, 25.007000, 26.432400, 14.889600, 15.052700, 17.889100, 27.768500, 34.906300, 22.647700,
2016-06-27, 17.843500, 23.031100, 24.665600, 26.012800, 14.621400, 15.052000, 17.883300, 27.277300, 34.227200, 21.992600,
2016-06-24, 17.915100, 23.261300, 25.022900, 26.459000, 14.912000, 15.049700, 17.787500, 27.779100, 35.305300, 22.661500,
2016-06-23, 18.089800, 23.794600, 25.837500, 27.466800, 15.561600, 15.048900, 17.686900, 28.815500, 36.783500, 24.600000,
2016-06-22, 18.028900, 23.610500, 25.556400, 27.118700, 15.336900, 15.048100, 17.720600, 28.435000, 36.122500, 24.021400,
2016-06-21, 18.031100, 23.619600, 25.571300, 27.137700, 15.349600, 15.047400, 17.711200, 28.481700, 36.248000, 23.985200,
2016-06-20, 18.022300, 23.593200, 25.531900, 27.089900, 15.319200, 15.046600, 17.728100, 28.402000, 36.289600, 23.897300,
2016-06-17, 17.964900, 23.424500, 25.276400, 26.774600, 15.116400, 15.044300, 17.750300, 28.237400, 35.901200, 23.056100,
2016-06-16, 17.967900, 23.430500, 25.284500, 26.783600, 15.121100, 15.043500, 17.789800, 28.330300, 35.942500, 22.930700,
2016-06-15, 17.961800, 23.416700, 25.265400, 26.761600, 15.108100, 15.042800, 17.765900, 28.237100, 35.990900, 22.971300,
2016-06-14, 17.953100, 23.394100, 25.231800, 26.719900, 15.081500, 15.042000, 17.746800, 28.286800, 35.907900, 22.774500,
2016-06-13, 17.974400, 23.458200, 25.329500, 26.840800, 15.159200, 15.041200, 17.753800, 28.335700, 36.026700, 23.130900,
2016-06-10, 18.008600, 23.566500, 25.496700, 27.048600, 15.293500, 15.038900, 17.739200, 28.559200, 36.368100, 23.506100,
2016-06-09, 18.063600, 23.736100, 25.757600, 27.373000, 15.503600, 15.038100, 17.713000, 28.823000, 36.954600, 24.202000,
2016-06-08, 18.080900, 23.792500, 25.845500, 27.483100, 15.575400, 15.037400, 17.686400, 28.871300, 37.153500, 24.506400,
2016-06-07, 18.066900, 23.753600, 25.787100, 27.411100, 15.529400, 15.036600, 17.670000, 28.770100, 36.966100, 24.446700,
2016-06-06, 18.051400, 23.709000, 25.719400, 27.327500, 15.475600, 15.035900, 17.668500, 28.732400, 36.849900, 24.214600,
2016-06-03, 18.030900, 23.651300, 25.632400, 27.219900, 15.406200, 15.033500, 17.672200, 28.591700, 36.517000, 24.121200,
2016-06-02, 18.021700, 23.635400, 25.611900, 27.196800, 15.393700, 15.032800, 17.583800, 28.674800, 36.716200, 23.863400,
2016-06-01, 18.013500, 23.615200, 25.582100, 27.159800, 15.370300, 15.032000, 17.553800, 28.590700, 36.448200, 23.952000,
